../Highway_Dataset/Images/003301.jpg,7,0,1,2
../Highway_Dataset/Images/005770.jpg,8,0,1,5
../Highway_Dataset/Images/001516.jpg,9,0,1,8
../Highway_Dataset/Images/006279.jpg,19,0,1,9
../Highway_Dataset/Images/008254.jpg,20,0,1,10
../Highway_Dataset/Images/007167.jpg,21,0,1,13
../Highway_Dataset/Images/000608.jpg,22,0,1,14
../Highway_Dataset/Images/008532.jpg,27,0,1,16
../Highway_Dataset/Images/007601.jpg,28,0,1,16
../Highway_Dataset/Images/011063.jpg,31,0,1,17
../Highway_Dataset/Images/001270.jpg,39,0,1,17
../Highway_Dataset/Images/002779.jpg,41,0,1,17
../Highway_Dataset/Images/005016.jpg,42,0,1,19
../Highway_Dataset/Images/004308.jpg,52,0,1,19
../Highway_Dataset/Images/003467.jpg,53,0,1,20
../Highway_Dataset/Images/005002.jpg,61,0,1,24
../Highway_Dataset/Images/003473.jpg,61,0,2,27
../Highway_Dataset/Images/003301.jpg,7,0,1,2
../Highway_Dataset/Images/005770.jpg,8,0,1,5
../Highway_Dataset/Images/001516.jpg,9,0,1,8
../Highway_Dataset/Images/006279.jpg,19,0,1,9
../Highway_Dataset/Images/008254.jpg,20,0,1,10
../Highway_Dataset/Images/007167.jpg,21,0,1,13
../Highway_Dataset/Images/000608.jpg,22,0,1,14
../Highway_Dataset/Images/008532.jpg,27,0,1,16
../Highway_Dataset/Images/007601.jpg,28,0,1,16
../Highway_Dataset/Images/011063.jpg,31,0,1,17
../Highway_Dataset/Images/001270.jpg,39,0,1,17
../Highway_Dataset/Images/002779.jpg,41,0,1,17
../Highway_Dataset/Images/005016.jpg,42,0,1,19
../Highway_Dataset/Images/004308.jpg,52,0,1,19
../Highway_Dataset/Images/003467.jpg,53,0,1,20
../Highway_Dataset/Images/005002.jpg,61,0,1,24
../Highway_Dataset/Images/003473.jpg,61,0,2,27
../Highway_Dataset/Images/003301.jpg,7,0,1,2
../Highway_Dataset/Images/005770.jpg,8,0,1,5
../Highway_Dataset/Images/001516.jpg,9,0,1,8
../Highway_Dataset/Images/003301.jpg,7,0,1,2
../Highway_Dataset/Images/005770.jpg,8,0,1,5
../Highway_Dataset/Images/001516.jpg,9,0,1,8
../Highway_Dataset/Images/006279.jpg,19,0,1,9
../Highway_Dataset/Images/008254.jpg,20,0,1,10
../Highway_Dataset/Images/007167.jpg,21,0,1,13
../Highway_Dataset/Images/000608.jpg,22,0,1,14
../Highway_Dataset/Images/000000.jpg,4,0,0,1
../Highway_Dataset/Images/000001.jpg,11,0,0,3
../Highway_Dataset/Images/000002.jpg,19,0,0,5
../Highway_Dataset/Images/000003.jpg,29,0,0,8
../Highway_Dataset/Images/000004.jpg,39,0,0,10
../Highway_Dataset/Images/000005.jpg,52,0,0,11
